"","dates","Molecular positivity","Molecular & Antigen samples","Serological positivity","Serological sample","SINADEF excess of death","MINSA death","DIRESA & DIRIS death","DIRESA & DIRIS infected","free UCI´s bed %","Vaccinated-1st ","Vaccinated-2nd ","Vaccinated-3rd ","Vaccinated-4th","Vaccinated-5th","Vaccinated-6th"
"313",2021-01-10,16.7139383082838,11443,8.03,3149,22.6997495310526,351,191,7853,0.108490566037736,0,1,0,0,0,0
"314",2021-01-11,15.2709686796018,13760,15.79,4941,23.785389726016,334,117,93575.8720219526,0.0977751756440282,1,4,0,0,0,0
"315",2021-01-12,16.3891628717603,17786,8.46,5840,23.2425696285343,397,120,7139,0.0935672514619883,16,6,0,0,0,0
"316",2021-01-13,13.0189676369553,22123,22.06,9709,24.6736407946224,425,89,7406,0.0870561282932417,9,9,0,0,0,0
"317",2021-01-14,15.5192307305798,39803,14.37,8226,23.1932223469451,395,76,9593,0.0792134831460675,12,3,0,0,0,0
"318",2021-01-15,16.564199695122,18367,14.65,10246,25.6605864264073,442,89,6877,0.0768367919237241,19,6,0,0,0,0
"319",2021-01-16,14.6110056962328,20890,11.9,10844,28.0292559426911,448,64,8449,0.074792243767313,10,2,0,0,0,0
"320",2021-01-17,15.1932819490372,20563,14.69,5229,29.5096743903684,502,168,4955,0.0711938663745892,0,3,0,0,0,0
"321",2021-01-18,18.2220190189652,18612,13.45,7584,30.4966200221533,471,104,7588,0.0696030451332246,3,14,0,0,0,0
"322",2021-01-19,17.9491707732282,22321,17.04,8534,31.5822602171167,585,68,5530,0.0679978413383702,5,15,0,0,0,0
"323",2021-01-20,14.6263171911517,18398,13,11856,31.434218372349,509,47,4728,0.069348861831657,1,6,0,0,0,0
"324",2021-01-21,13.5821879330362,26700,12.79,12216,34.0496242965789,522,85,16427,0.0646687697160884,2,9,0,0,0,0
"325",2021-01-22,19.2981204151011,22355,14.81,10317,32.5198585673124,557,111,7527,0.057580559957739,0,3,0,0,0,0
"326",2021-01-23,15.4404219673543,25546,15.73,7192,35.9741682785595,538,49,7094,0.0509989484752892,1,5,0,0,0,0
"327",2021-01-24,20.3179793653884,15410,14.44,4509,35.7274318706133,565,96,3692,0.0527415143603133,0,5,0,0,0,0
"328",2021-01-25,13.9595860879563,24352,23.17,4510,42.1919257588043,634,68,4524,0.0528223718280684,0,7,0,0,0,0
"329",2021-01-26,17.0090394798318,25683,27.49,8593,37.4052394446476,616,95,4924,0.0551546391752578,0,8,0,0,0,0
"330",2021-01-27,15.1830735883424,27449,16.9,9153,38.490879639611,566,136,5210,0.0508826583592938,1,6,0,0,0,0
"331",2021-01-28,16.945685132291,26607,15.73,10686,38.9350051739142,572,84,14553,0.0442159383033419,0,7,0,0,0,0
"332",2021-01-29,14.1988112900767,39361,14.95,10428,39.8232562425206,628,89,3844,0.0462249614791987,0,6,0,0,0,0
"333",2021-01-30,15.3267738190552,24979,16.3,8514,41.3036746901979,648,43,5847,0.0418388429752066,0,2,0,0,0,0
"334",2021-01-31,24.1095528122441,15876,13.84,4690,42.5373567299291,586,51,2679,0.0532429816069699,0,0,0,0,0,0
"335",2021-02-01,18.1154105236401,31471,14.47,9308,44.1164697407849,660,79,6803,0.0643469971401335,1,0,0,0,0,0
"336",2021-02-02,19.3670076036997,35245,16.95,10300,38.9843524555034,666,117,5582,0.0695569318723201,0,10,0,0,0,0
"337",2021-02-03,12.4664510804322,39983,16.36,10574,39.2804361450389,684,70,4989,0.0580524344569289,8,5,0,0,0,0
"338",2021-02-04,18.8741338841986,33401,18.24,9261,44.6592898382666,666,68,5509,0.0585754451733833,0,13,0,0,0,0
"339",2021-02-05,18.3803803988905,37854,4.96,9579,43.129524109,689,68,3483,0.0650860065086006,0,12,0,0,0,0
"340",2021-02-06,19.5839032189299,23454,47.95,3393,42.4386621667506,742,23,3666,0.0682768230376219,0,5,0,0,0,0
"341",2021-02-07,16.7359558758511,22617,13.52,5453,44.2151643039634,683,93,4897,0.0578435909301249,17,1,0,0,0,0
"342",2021-02-08,17.7251166834093,25881,18.52,5232,46.0410137227654,691,101,3817,0.0607888631090487,27,3,2,2,0,0
"343",2021-02-09,15.9311666372359,33977,19.97,6564,45.5968881884622,681,57,5104,0.0631578947368421,3757,4,0,0,0,0
"344",2021-02-10,14.1055253623188,48575,17.1,11431,45.7942773148192,736,48,4233,0.0634703196347032,16610,20,1,0,0,0
"345",2021-02-11,13.5111521036914,49222,20.93,8538,48.6070723654062,715,72,7373,0.0581025873808443,34132,2,1,0,0,0
"346",2021-02-12,13.3554506656052,45221,4.82,8651,50.4329217842082,683,77,5375,0.0544711756695415,32385,0,1,0,0,0
"347",2021-02-13,13.6746998137269,41873,36.72,6449,47.7188212967998,721,22,10015,0.0558329550612801,18912,1,1,0,0,0
"348",2021-02-14,13.552393305865,19658,16.19,3330,45.0540680909805,699,44,2652,0.054825555052107,5286,1,0,0,0,0
"349",2021-02-15,14.382946218004,34769,16.06,7642,46.3864446938902,705,102,4800,0.0598911070780399,11494,0,0,0,0,0
"350",2021-02-16,14.5896659738406,47630,4.83,9504,49.9394489683158,703,103,4176,0.057570262919311,7537,1,0,0,0,0
"351",2021-02-17,14.2264830517049,49414,27.86,9463,48.8044614917632,650,272,3190,0.0590622182146078,3953,1,0,0,0,0
"352",2021-02-18,13.7968631979641,46760,18.5,6855,45.2514572173375,680,46,9612,0.0587164314974966,7416,1,0,0,0,0
"353",2021-02-19,13.0770521536828,44272,8.21,7134,47.6694740152105,676,35,2120,0.0541155070486585,30543,8,2,0,0,0
"354",2021-02-20,13.9808843054781,39465,33.52,5644,44.8566789646236,681,26,3451,0.0540417801998183,26141,0,0,0,0,0
"355",2021-02-21,15.7095211805924,18837,13.5,3623,46.9292647913718,695,49,2811,0.050747621205256,4558,1,0,0,0,0
"356",2021-02-22,12.9131545377518,42487,15.97,7844,45.6955827516407,667,86,3564,0.0471698113207547,30469,10,0,0,0,0
"357",2021-02-23,14.0111794590141,43697,21.46,5499,43.4749550801247,733,74,4964,0.0491071428571429,27271,2,1,0,0,0
"358",2021-02-24,14.2730922460743,47188,17.57,6756,46.1397082859439,690,62,3598,0.0523255813953488,22917,4,0,0,0,0
"359",2021-02-25,13.8836962465295,47182,16.26,6696,43.2282186721785,706,48,4846,0.0526548672566372,15819,5,2,0,0,0
"360",2021-02-26,13.6868770920951,46603,17.89,6260,45.547540906873,669,54,2390,0.0503533568904594,15638,4,1,0,0,0
"361",2021-02-27,13.4107760192353,37846,17.72,4894,45.8436245964085,666,15,4128,0.0536499560246262,6820,0,0,0,0,0
"362",2021-02-28,15.779707622694,17237,16.06,2578,44.8073316830343,631,39,1962,0.0630472854640981,1019,2,0,1,0,0
"363",2021-03-01,11.8280644567219,38009,14.43,5973,48.5083778022277,595,50,2354,0.0527936647602287,9304,8,2,0,0,0
"364",2021-03-02,11.6047865687303,47649,19.78,5774,46.7812229466041,667,60,3990,0.0510248582642826,7126,2152,0,0,0,0
"365",2021-03-03,7.70302396261914,48366,16.72,6891,48.7551142101739,684,109,4757,0.0549692172383466,6414,12064,0,0,0,0
"366",2021-03-04,15.0721617792889,49412,16,6244,45.5968881884622,623,109,2649,0.0502817511920243,3783,29253,0,0,0,0
"367",2021-03-05,11.5521334039174,49113,15.68,6353,44.9060262462128,660,43,2682,0.0524945770065076,4626,32345,0,0,1,0
"368",2021-03-06,12.2122903592542,43979,16.82,5007,43.129524109,624,9,2482,0.0459869848156182,3027,17013,0,0,0,0
"369",2021-03-07,14.112144387828,20998,15.23,2153,41.4517165349657,650,35,2369,0.0527225583405359,142,2476,0,0,0,0
"370",2021-03-08,11.8662816243352,40237,14.01,5580,45.9916664411762,639,39,2712,0.0512268618166164,17974,12692,0,0,0,0
"371",2021-03-09,12.1134398281891,52615,14.48,7326,46.2384028491224,678,77,3606,0.0521102497846684,19604,7527,2,0,0,0
"372",2021-03-10,11.6214904532305,51849,13.81,7888,42.5373567299291,669,61,1970,0.0490111779879622,12947,5082,1,0,0,0
"373",2021-03-11,11.8136762819965,58482,13.58,8326,43.7710387696602,663,36,6278,0.0544899738448126,8565,5911,6,0,0,0
"374",2021-03-12,8.15607578086918,53337,12.06,8326,44.9553735278021,699,43,1586,0.0460215053763441,8749,17778,4,0,0,0
"375",2021-03-13,8.54979748454487,42218,10.42,8006,44.8073316830343,657,16,2158,0.0446808510638298,6222,29525,0,0,0,0
"376",2021-03-14,14.845013285666,41397,12.34,3429,45.4488463436945,619,42,2384,0.0468883205456095,713,2715,0,0,0,0
"377",2021-03-15,12.6005786304198,58119,9.73,7863,46.9786120729611,661,33,2185,0.0529487731381834,18157,29834,0,0,0,0
"378",2021-03-16,11.8285901942936,63717,14.18,7033,45.152762654159,678,55,2256,0.0563798219584569,22664,24960,0,0,0,1
"379",2021-03-17,12.1207415269104,57003,15.29,6637,45.6955827516407,712,42,1915,0.0471938775510204,22420,24455,1,0,0,0
"380",2021-03-18,12.8226214872499,56116,14.63,6335,46.0410137227654,708,26,5410,0.0500211954217888,26217,16636,0,0,0,0
"381",2021-03-19,13.4600859802576,60478,14.02,7089,44.0671224591957,677,95,2003,0.0526315789473685,25675,15836,0,0,0,0
"382",2021-03-20,9.95495190086116,47609,18.54,4347,43.7216914880709,699,138,4451,0.046748831279218,18174,6396,0,0,0,0
"383",2021-03-21,17.9521767254347,33237,12.86,3865,44.2151643039634,756,49,1512,0.0469940728196444,686,1032,0,0,0,0
"384",2021-03-22,13.9403992321026,53652,13.02,7595,44.9553735278021,735,40,1577,0.0424989375265619,8699,8764,0,0,0,0
"385",2021-03-23,15.8525172918432,64914,14.83,6534,44.8073316830343,685,43,1185,0.0432955023118957,15651,9305,0,0,0,0
"386",2021-03-24,11.2150812483879,62031,15.42,6406,46.2384028491224,748,24,1226,0.0387368421052632,14682,7398,1,0,0,0
"387",2021-03-25,18.9099941123502,57747,16.03,6240,45.547540906873,746,46,3746,0.0388633514417049,12961,4816,0,0,0,0
"388",2021-03-26,10.9639602775093,69330,16.13,6126,45.1034153725698,735,16,990,0.0359127832407011,16640,4769,0,0,0,0
"389",2021-03-27,12.1922681419787,66516,17.54,4561,48.8044614917632,740,300,3069,0.0396290050590219,11300,3119,0,0,0,0
"390",2021-03-28,10.5771786103491,26610,14.36,2953,47.9162104231567,747,44,1298,0.0434782608695652,2099,206,1,0,0,0
"391",2021-03-29,12.5411549566891,48832,18.05,4599,46.9786120729611,765,26,1230,0.0360248447204969,4912,12503,0,0,0,0
"392",2021-03-30,11.7579081905169,65526,17.46,5876,48.7551142101739,795,60,1278,0.0399636693914623,4661,21974,0,0,0,0
"393",2021-03-31,16.2310091196926,73905,16.27,5647,46.9292647913718,764,1314,5224,0.0396496081143384,7659,17611,0,0,1,0
"394",2021-04-01,12.9305467072108,47026,14.15,3831,49.1992397444771,750,307,3555,0.0368154624942476,2476,4316,0,0,0,0
"395",2021-04-02,14.6519366777505,34584,16.66,3290,47.2253484809073,787,36,3293,0.0371900826446281,1156,2809,0,0,0,0
"396",2021-04-03,15.0894600448673,51707,18.93,3190,49.2979343076556,847,20,1330,0.0347826086956522,2710,6199,0,0,0,0
"397",2021-04-04,19.2665164166796,38801,14.57,2512,51.3211728528146,805,43,922,0.0367180417044425,279,1322,0,0,0,0
"398",2021-04-05,13.5494859230377,56936,14.39,4655,53.9365787770446,813,28,1104,0.0343290236290682,6161,10424,0,0,1,0
"399",2021-04-06,13.7892384860921,59210,12.94,8802,52.8509385820812,823,148,1171,0.0258697591436218,11781,18665,0,0,0,0
"400",2021-04-07,11.7329777001577,76726,19.4,4975,50.5316163473867,830,57,1655,0.0344980097302079,13898,17018,1,0,0,0
"401",2021-04-08,11.9627037541816,80709,18.35,4969,52.209423921421,782,39,2451,0.0301573426573427,17009,28845,0,0,0,0
"402",2021-04-09,16.3696867751251,63372,16.2,5938,55.6143863510789,760,37,1258,0.0325238508239376,16638,18427,0,0,0,0
"403",2021-04-10,13.8134854308012,50997,17.3,5103,50.8277000369222,833,27,3030,0.034898750538561,4197,8829,1,0,0,0
"404",2021-04-11,22.9671196101466,22982,20.95,1656,51.2224782896362,783,130,1003,0.0298184961106309,34,80,0,0,0,0
"405",2021-04-12,11.0229582041371,47085,9.62,12447,54.5780934377048,823,53,2203,0.0307560871422469,915,13247,2,0,0,0
"406",2021-04-13,10.858824826406,60773,11.85,12068,53.4431059611522,842,46,995,0.0320786997433704,1890,20133,0,0,0,0
"407",2021-04-14,19.9588707617184,61846,17.21,5705,50.5316163473867,846,31,836,0.032618025751073,2742,20694,0,0,1,0
"408",2021-04-15,11.1669750141252,63715,15.98,5450,50.6303109105652,800,17,317,0.0290102389078498,1853,21561,0,0,0,0
"409",2021-04-16,10.3584134582507,73114,17.78,5642,53.9859260586339,828,63,541,0.0279305966991114,19702,21887,0,0,0,0
"410",2021-04-17,11.2059120001395,57340,18.59,3786,49.9394489683158,827,51,1671,0.0241423125794155,29648,14640,0,0,0,0
"411",2021-04-18,11.5299758228707,23575,12.69,2459,51.7652983871178,758,50,1888,0.0292397660818714,27937,3177,0,0,0,0
"412",2021-04-19,18.2159210710536,57139,15.35,5805,53.7885369322769,766,70,2354,0.0235829540753,6965,4023,0,0,0,0
"413",2021-04-20,12.7725523718678,54513,21.44,3530,52.9002858636705,762,67,2799,0.0296907216494845,11282,5160,0,0,0,0
"414",2021-04-21,10.9840262828337,63082,16.41,5303,50.5316163473867,734,44,1165,0.026650266502665,9856,10291,0,0,0,0
"415",2021-04-22,15.2800672568493,66758,14.72,5759,52.0120347950641,757,27,606,0.026240262402624,8244,2550,0,0,0,0
"416",2021-04-23,11.0088945389591,69418,15.45,5516,50.6303109105652,792,25,5697,0.0269039735099338,26412,2605,0,0,0,0
"417",2021-04-24,11.0913856391003,59661,19.85,4060,49.2979343076556,699,25,554,0.0243700950020652,27687,2468,0,0,0,0
"418",2021-04-25,17.9025501921021,34616,16.24,2556,48.0149049863352,723,87,2006,0.0274252967662709,15560,140,0,0,0,0
"419",2021-04-26,9.99587378240733,60672,16.53,4895,47.3240430440858,711,57,1480,0.0234761120263591,15366,4518,1,0,0,0
"420",2021-04-27,10.7502906856212,67529,19.15,5315,46.6331811018364,718,78,2644,0.0198863636363636,19715,10839,1,0,1,0
"421",2021-04-28,14.7714014990284,54034,14.26,4749,49.2485870260664,677,72,1587,0.0244399185336049,39529,11859,2,0,0,0
"422",2021-04-29,9.72439307047205,67132,15.28,6013,49.5446707156018,715,17,1264,0.0211554109031733,44743,12893,2,0,0,0
"423",2021-04-30,9.20558927270636,52165,15.84,4229,44.3632061487311,675,105,2560,0.0260056887444129,81269,18342,1,0,1,0
"424",2021-05-01,13.4478906404918,40343,18.82,3497,45.9916664411762,667,26,1342,0.0199025182778229,63190,3001,0,0,0,0
"425",2021-05-02,13.3663308555335,21658,13.88,1686,45.2514572173375,614,72,1848,0.0248371335504886,47993,1085,0,0,0,0
"426",2021-05-03,7.64698117277898,50989,15.35,4314,46.8305702281934,626,80,1630,0.026390580592773,59291,5055,0,0,0,0
"427",2021-05-04,8.32840888797307,58235,19.5,4712,44.5112479934989,617,329,2733,0.0240325865580449,22901,1513,0,0,0,0
"428",2021-05-05,11.0550656346189,66275,14.89,5965,46.5838338202471,594,99,2682,0.0259845716605765,20521,4589,0,0,0,0
"429",2021-05-06,8.95545789203705,66281,14.79,5809,42.1425784772151,602,65,1813,0.0251012145748988,39255,2070,0,0,1,0
"430",2021-05-07,7.72824852721703,63654,14.3,4705,43.2775659537677,575,112,2461,0.0226904376012966,33535,14835,0,0,1,0
"431",2021-05-08,8.52805930466572,54160,15.47,3975,38.1454486684863,544,39,305,0.0206310679611651,61150,22753,0,0,0,0
"432",2021-05-09,13.2414963436083,21605,14.89,1471,41.8958420692689,546,37,3172,0.0231143552311436,33350,25476,0,0,0,0
"433",2021-05-10,8.30252616518365,51021,13.17,4805,39.6752143977529,566,355,5276,0.0291026677445433,47552,9053,0,0,0,0
"434",2021-05-11,8.41422478483261,65297,30.77,6201,42.3399676035721,509,NA,NA,0.0289272800321414,42784,12574,0,0,0,0
"435",2021-05-12,11.1301155141986,62329,11.18,6610,39.1817415818604,516,NA,NA,0.0293172690763053,57722,11418,1,0,0,0
"436",2021-05-13,7.56638696487963,65545,14.54,5310,38.293490513254,537,NA,NA,0.0281350482315113,73445,8437,0,0,1,0
"437",2021-05-14,8.70156903915868,55721,11,6335,37.0104611919336,453,NA,NA,0.0253623188405797,88012,20959,0,0,0,0
"438",2021-05-15,7.49998513513513,51799,10.22,5589,37.3065448814691,500,NA,NA,0.0294354838709677,53006,22025,0,0,0,0
"439",2021-05-16,15.3871060972558,23977,18.94,3131,38.9843524555034,450,NA,NA,0.0316173490068909,23656,14547,0,0,0,0
"440",2021-05-17,7.94512849162011,48329,12.61,5775,38.1454486684863,470,NA,NA,0.0291852452371301,51162,8345,0,0,0,0
"441",2021-05-18,8.06766011287396,60066,11.47,7562,36.9117666287551,431,NA,NA,0.0218181818181818,59627,9911,0,0,0,0
"442",2021-05-19,10.1880541746118,58735,10.53,7219,38.490879639611,429,NA,NA,0.023142509135201,60337,20382,0,0,0,0
"443",2021-05-20,7.85474184473992,57232,10.22,6957,33.6054987622757,453,NA,NA,0.0247063588497367,70337,16451,0,0,0,0
"444",2021-05-21,8.24983551496886,55080,11.51,6438,34.5430971124714,451,NA,NA,0.0235294117647059,109271,53975,0,0,0,0
"445",2021-05-22,8.35345635899339,45816,12.85,4739,32.7172476936693,441,NA,NA,0.0213795885437676,79414,52369,2,0,0,0
"446",2021-05-23,6.32948914369358,20494,10.77,3130,33.7041933254542,424,NA,NA,0.0186764108810393,45553,43389,3,0,0,0
"447",2021-05-24,11.0325442279568,42393,12.12,5406,34.5430971124714,419,NA,NA,0.0242620299231703,69673,52652,1,0,0,0
"448",2021-05-25,7.88082746511758,53536,11.16,6926,32.9146368200263,398,NA,NA,0.0191368078175895,77844,23719,2,0,0,0
"449",2021-05-26,7.51223106680554,53767,10.63,7237,33.2107205095618,415,NA,NA,0.0206227254346947,83336,12809,1,0,0,0
"450",2021-05-27,9.49800885394954,50372,10.09,7094,33.6054987622757,387,NA,NA,0.0234627831715211,90381,27095,0,0,0,0
"451",2021-05-28,7.22563643630236,92577,8.96,13689,31.7303020618844,369,NA,NA,0.0253827558420628,124711,27855,3,0,1,0
"452",2021-05-29,7.5432571446993,62038,9.09,10316,30.9900928380458,333,NA,NA,0.025,75422,56217,1,0,0,0
"453",2021-05-30,7.26674871490708,50579,9.73,6875,30.842050993278,328,NA,NA,0.0283860502838605,33912,31716,0,0,0,0
"454",2021-05-31,5.42909109117129,49927,9.33,5908,31.8783439066522,307,NA,NA,0.0314769975786925,69035,43479,2,0,0,0
"455",2021-06-01,15.2290978287172,45456,9.95,5538,33.1120259463833,334,NA,NA,0.033816425120773,75822,37976,5,0,0,0
"456",2021-06-02,7.24527789695386,51277,10.54,4827,31.4835656539382,285,NA,NA,0.0334812424364663,78305,36496,4,0,0,0
"457",2021-06-03,14.7000036607524,NA,18.5,NA,29.3122852640114,314,NA,NA,0.0378726833199033,38803,26918,0,0,0,0
"458",2021-06-04,8.07,NA,NA,NA,27.9799086611018,326,NA,NA,0.0374546919049537,16192,21616,0,0,0,0
"459",2021-06-05,8.16,NA,NA,NA,29.2629379824222,302,NA,NA,0.0382293762575453,7616,13727,0,0,0,0
"460",2021-06-06,7.7,NA,NA,NA,27.3383940004416,271,NA,NA,0.0360615883306321,1885,304,0,0,0,0
"461",2021-06-07,7.56,NA,NA,NA,27.4864358452094,252,NA,NA,0.038414384961177,7992,23540,17,0,1,0
"462",2021-06-08,8.12,NA,NA,NA,25.6112391448181,242,NA,NA,0.0453061224489796,101596,116871,9,0,0,0
"463",2021-06-09,7.26,NA,NA,NA,27.0916575924954,261,NA,NA,0.0450266066311912,115169,92350,8,0,0,0
"464",2021-06-10,6.78,NA,NA,NA,27.8812140979233,253,NA,NA,0.0507910074937552,124740,106748,14,0,0,0
"465",2021-06-11,9.04,NA,NA,NA,25.8086282711751,223,NA,NA,0.0525218841183827,90837,135567,9,0,5,0
"466",2021-06-12,7.56,NA,NA,NA,23.588000599659,245,NA,NA,0.0524781341107872,75574,89356,6,0,0,0
"467",2021-06-13,6.63,NA,NA,NA,24.4762516682654,232,NA,NA,0.0482382550335571,37257,47152,1,0,0,0
"468",2021-06-14,8.29,NA,NA,NA,23.7360424444268,227,NA,NA,0.0464824120603015,36434,78848,4,0,3,0
"469",2021-06-15,7.93,NA,NA,NA,24.1308206971407,219,NA,NA,0.0488313856427379,42190,89616,10,0,0,0
"470",2021-06-16,7.25,NA,NA,NA,23.3412641917128,212,NA,NA,0.0500208420175073,38233,77308,17,0,2,0
"471",2021-06-17,7.99,NA,NA,NA,21.6141093360892,192,NA,NA,0.0546060858691121,40684,100706,1,0,1,0
"472",2021-06-18,8.62,NA,NA,NA,22.8971386574096,201,NA,NA,0.0529828952857739,35743,139481,41,0,2,0
"473",2021-06-19,8.48,NA,NA,NA,23.3412641917128,219,NA,NA,0.0520616409829238,22689,92088,3,0,0,0
"474",2021-06-20,6.22,NA,NA,NA,22.3049712783387,198,NA,NA,0.061078348778433,6251,27328,5,0,0,0
"475",2021-06-21,7.34,NA,NA,NA,22.9958332205881,168,NA,NA,0.0588235294117647,44361,68855,1,0,0,0
"476",2021-06-22,7.05,NA,NA,NA,21.2686783649645,177,NA,NA,0.0621301775147929,47074,95161,1,0,0,0
"477",2021-06-23,6.38,NA,NA,NA,19.344134382984,177,NA,NA,0.0604395604395604,41327,88068,61,0,3,0
"478",2021-06-24,6.47,NA,NA,NA,21.169983801786,187,NA,NA,0.0773411371237458,44280,42137,1,0,0,0
"479",2021-06-25,7.63,NA,NA,NA,21.6634566176785,178,NA,NA,0.0839278220730172,92802,34995,2,0,0,0
"480",2021-06-26,6.81,NA,NA,NA,21.6634566176785,152,NA,NA,0.0857381848598913,69626,13002,1,0,0,0
"481",2021-06-27,6.09,NA,NA,NA,19.8869544804657,155,NA,NA,0.0960570469798657,47416,4008,3,0,0,0
"482",2021-06-28,6.67,NA,NA,NA,19.3934816645732,165,NA,NA,0.106391925988225,42618,14028,6,0,0,0
"483",2021-06-29,6.48,NA,NA,NA,19.9363017620549,159,NA,NA,0.0985074626865672,31259,69980,7,0,2,0
"484",2021-06-30,5.84,NA,NA,NA,19.2454398198055,131,NA,NA,0.105263157894737,84104,98841,25,0,6,0
"485",2021-07-01,6.14,NA,NA,NA,21.3180256465538,134,NA,NA,0.106974753958066,100510,102050,3,0,1,0
"486",2021-07-02,6.2,NA,NA,NA,18.5052305959668,139,NA,NA,0.108788395904437,116839,91880,4,0,0,0
"487",2021-07-03,5.87,NA,NA,NA,19.4428289461625,151,NA,NA,0.114383269312847,124916,73414,1,0,0,0
"488",2021-07-04,4.89,NA,NA,NA,18.8013142855023,127,NA,NA,0.125212224108659,100466,35760,2,0,0,0
"489",2021-07-05,5.79,NA,NA,NA,18.5545778775561,120,NA,NA,0.129770992366412,151556,37150,3,0,0,0
"490",2021-07-06,6.07,NA,NA,NA,17.7650213721281,115,NA,NA,0.127194860813704,172781,41992,2,0,1,0
"491",2021-07-07,5.03,NA,NA,NA,16.8767703035217,123,NA,NA,0.132198952879581,137885,34717,2,0,2,0
"492",2021-07-08,5.18,NA,NA,NA,18.4558833143776,96,NA,NA,0.148068669527897,115876,43853,10,0,3,0
"493",2021-07-09,5.31,NA,NA,NA,19.344134382984,109,NA,NA,0.152981849611063,123232,41361,2,0,1,0
