dates;Molecular positivity;Molecular & Antigen samples;Serological positivity;Serological sample;SINADEF excess of death;MINSA death;DIRESA & DIRIS death;DIRESA & DIRIS infected;free UCI´s bed %;Total UCI´s bed;Vaccinated-1st ;Vaccinated-2nd ;Vaccinated-3rd ;Vaccinated-4th;Vaccinated-5th;Vaccinated-6th
27/02/2022;4.15;NA;NA;NA;14.95222632;76;NA;NA;57.53627862;31010;29580;54614;58284;2;1;1
28/02/2022;5.37;NA;NA;NA;15.5443937;50;NA;NA;57.45121517;30901;46045;81358;80816;1;6;0
1/03/2022;4.21;NA;NA;NA;13.47180787;66;NA;NA;57.71216256;30413;40348;63169;71102;2;4;0
2/03/2022;5.09;NA;NA;NA;13.669197;57;NA;NA;57.69458907;30346;42055;65653;72066;1;6;1
3/03/2022;4.08;NA;NA;NA;13.52115516;60;NA;NA;57.61342654;30328;41270;67033;69188;2;7;0
4/03/2022;3.6;NA;NA;NA;13.37311331;47;NA;NA;57.51924216;30402;42902;77316;68756;0;6;1
5/03/2022;3.19;NA;NA;NA;13.71854428;57;NA;NA;57.54639243;30339;47702;79206;77127;1;5;0
6/03/2022;3.98;NA;NA;NA;12.18877855;47;NA;NA;57.63472066;30322;29275;43558;51485;0;5;0
7/03/2022;3.38;NA;NA;NA;11.34987477;41;NA;NA;57.671346;30275;37544;55966;64857;3;8;1
8/03/2022;3.18;NA;NA;NA;16.18590836;51;NA;NA;57.54502651;30371;32942;52505;55512;0;4;1
9/03/2022;3.03;NA;NA;NA;12.87964049;39;NA;NA;57.54567641;30322;35897;55041;60970;2;5;1
10/03/2022;2.52;NA;NA;NA;13.22507147;56;NA;NA;57.68798731;30268;39296;53695;62762;3;7;0
11/03/2022;2.72;NA;NA;NA;13.02768234;50;NA;NA;57.78263606;30189;47499;57557;59278;0;4;0
12/03/2022;2.82;NA;NA;NA;11.64595846;43;NA;NA;57.78345725;30128;48988;65329;77838;0;6;1
13/03/2022;2.32;NA;NA;NA;11.7940003;38;NA;NA;57.87739617;30048;28383;43416;58908;1;7;0
14/03/2022;2.48;NA;NA;NA;12.92898778;37;NA;NA;57.87306688;29874;29984;39299;58904;0;3;1
15/03/2022;2.14;NA;NA;NA;12.78094593;35;NA;NA;57.90062364;29504;25466;39151;63542;1;5;0
16/03/2022;2.19;NA;NA;NA;13.07702962;39;NA;NA;58.07064572;29471;23374;38066;64058;2;3;0
17/03/2022;2.4;NA;NA;NA;13.32376603;39;NA;NA;57.99646715;29438;21818;36793;62961;3;4;0
18/03/2022;2.2;NA;NA;NA;12.04073671;31;NA;NA;57.94347811;29263;29589;43163;63816;4;9;0
19/03/2022;2.51;NA;NA;NA;11.99138943;27;NA;NA;57.96469225;29342;29512;55788;74923;6;5;0
20/03/2022;1.09;NA;NA;NA;11.20183292;35;NA;NA;58.0747894;29202;20253;36363;58856;1;5;0
21/03/2022;2.13;NA;NA;NA;10.11619273;23;NA;NA;58.05491913;29243;18861;32120;57959;6;3;2
22/03/2022;2.54;NA;NA;NA;10.90574923;31;NA;NA;57.83043566;29794;18811;33448;67926;2;8;0
23/03/2022;2.68;NA;NA;NA;11.94204214;21;NA;NA;57.78955134;29822;18497;33434;67018;1;7;0
24/03/2022;1.98;NA;NA;NA;10.90574923;29;NA;NA;57.85944206;29824;17631;32424;82976;1;3;1
25/03/2022;2.36;NA;NA;NA;10.56031826;27;NA;NA;56.91369482;30172;20823;38241;93646;6;8;0
26/03/2022;1.7;NA;NA;NA;10.31358185;30;NA;NA;56.84784404;30265;27290;60092;137593;6;15;3
27/03/2022;2.15;NA;NA;NA;10.80705467;27;NA;NA;56.89700821;30216;19987;39852;124265;2;15;0
28/03/2022;1.66;NA;NA;NA;11.05379108;20;NA;NA;56.88468158;30212;14841;28737;110889;5;14;0
29/03/2022;2.12;NA;NA;NA;10.7083601;27;NA;NA;56.8989003;30099;15345;27821;112630;5;12;0
30/03/2022;1.79;NA;NA;NA;10.4616237;24;NA;NA;56.87744675;30142;13974;27097;119338;7;17;0
31/03/2022;1.95;NA;NA;NA;12.48486224;26;NA;NA;56.73317958;29919;12429;27179;129452;37;9;1
1/04/2022;1.85;NA;NA;NA;9.425330784;15;NA;NA;56.91285374;30248;13983;30436;146584;67;10;3
2/04/2022;1.8;NA;NA;NA;9.721414473;17;NA;NA;56.81630496;30273;19172;47448;174398;1410;35;2
3/04/2022;3.15;NA;NA;NA;10.31358185;13;NA;NA;56.83441344;30244;16089;34644;159730;1459;83;2
4/04/2022;2.05;NA;NA;NA;11.89269486;22;NA;NA;56.86497707;29869;9382;19985;107022;2069;19;0
5/04/2022;1.81;NA;NA;NA;11.84334758;22;NA;NA;56.95142379;29850;8293;16413;64486;709;2;0
6/04/2022;2.02;NA;NA;NA;11.84334758;27;NA;NA;56.8442527;29901;12723;26360;129020;3135;4;0
7/04/2022;1.46;NA;NA;NA;9.474678065;16;NA;NA;57.04177898;29680;13104;26559;119927;4807;6;0
8/04/2022;1.63;NA;NA;NA;11.94204214;16;NA;NA;56.82588701;29791;15424;31098;117888;4957;7;0
9/04/2022;1.13;NA;NA;NA;10.80705467;24;NA;NA;56.77139397;29728;16994;40943;129073;5753;7;0
10/04/2022;1.52;NA;NA;NA;11.99138943;19;NA;NA;56.85035134;29743;12812;29067;109814;2892;12;1
11/04/2022;1.84;NA;NA;NA;10.21488729;18;NA;NA;56.70725571;29811;11591;23926;108428;10231;14;1
12/04/2022;1.5;NA;NA;NA;11.69530574;15;NA;NA;56.75957018;29780;12615;24803;110137;10414;10;1
13/04/2022;1.73;NA;NA;NA;8.290343307;14;NA;NA;56.70127339;29763;14377;26849;111063;13507;5;1
14/04/2022;1.09;NA;NA;NA;11.64595846;9;NA;NA;56.57753292;29768;7974;16523;62174;2679;4;0
15/04/2022;1.19;NA;NA;NA;10.80705467;15;NA;NA;56.53709059;29738;4746;10526;39508;1742;2;0
16/04/2022;1.3;NA;NA;NA;11.20183292;18;NA;NA;56.51093272;29773;10208;25929;96270;5221;4;0
17/04/2022;2.15;NA;NA;NA;9.474678065;18;NA;NA;56.51080102;29812;8294;18831;66708;2580;6;0
18/04/2022;2.56;NA;NA;NA;10.4616237;11;NA;NA;56.46584997;29795;10004;22238;94131;12695;2;0
19/04/2022;NA;NA;NA;NA;9.573372628;4;NA;NA;56.39039504;29693;10921;23288;91748;12767;4;1
20/04/2022;NA;NA;NA;NA;10.85640195;15;NA;NA;56.50776466;29557;11842;23659;89757;13580;5;0
21/04/2022;NA;NA;NA;NA;12.63290409;16;NA;NA;56.55976676;29498;12032;24470;89664;13548;5;1
22/04/2022;NA;NA;NA;NA;10.11619273;12;NA;NA;56.51271936;29404;16028;30580;95031;13615;4;1
23/04/2022;NA;NA;NA;NA;10.31358185;14;NA;NA;56.67065459;29255;17215;36985;110173;8574;5;1
24/04/2022;NA;NA;NA;NA;10.01749816;19;NA;NA;56.81171347;29163;13487;29014;90861;4972;18;0
25/04/2022;NA;NA;NA;NA;9.62271991;14;NA;NA;56.98009609;29140;13045;24036;92529;8017;6;3
26/04/2022;NA;NA;NA;NA;9.030552531;17;NA;NA;56.95350523;28971;14548;25423;92482;9665;2;1
27/04/2022;NA;NA;NA;NA;10.4616237;9;NA;NA;56.83453237;29190;14534;25873;88764;11255;8;0
28/04/2022;NA;NA;NA;NA;9.968150881;11;NA;NA;57.00408471;29133;14086;24893;84104;11148;7;1
29/04/2022;NA;NA;NA;NA;10.75770739;NA;NA;NA;56.8752996;29206;15578;27802;84279;12490;8;1
30/04/2022;NA;NA;NA;NA;9.178594376;NA;NA;NA;57.16792842;29060;12771;26601;93034;12539;8;2
1/05/2022;NA;NA;NA;NA;8.882510686;NA;NA;NA;57.22067087;29007;2088;4486;24889;3836;1;0
2/05/2022;NA;NA;NA;NA;8.882510686;NA;NA;NA;57.28671134;28799;4182;8108;49452;8981;3;1
3/05/2022;NA;NA;NA;NA;11.00444379;NA;NA;NA;57.26719502;28264;4695;8785;59256;10837;3;0
4/05/2022;NA;NA;NA;NA;7.74752321;NA;NA;NA;57.04004234;28345;4554;8673;54545;10002;2;0
5/05/2022;NA;NA;NA;NA;0;NA;NA;NA;57.10504024;28332;3858;7270;46132;9794;2;1
6/05/2022;NA;NA;NA;NA;NA;NA;NA;NA;57.12116933;28324;2004;3634;25551;9586;0;0
7/05/2022;NA;NA;NA;NA;NA;NA;NA;NA;57.0878247;28295;0;0;0;0;0;0
